ProbeID,PrimaryAccession,RefSeqAccession,GenbankAccession,UniGeneID,EntrezGeneID,GeneSymbol,GeneName,EnsemblID,TIGRID,GO,Description,GenomicCoordinates,Cytoband
A_01_P016286,NM_001194367,NM_001194367,NM_001194367,Mmu.18713,709559,IFNA13,"interferon, alpha 13",ENSMMUT00000096662.1,,,"Macaca mulatta interferon, alpha 13 (IFNA13), mRNA [NM_001194367]",chr15:55567863-55567804,
A_01_P000719,,,,,,,,,,,,chr7:070852313-070852254,
A_01_P020160,JU489884,XM_015130347,JU489884,Mmu.36711,,,,,,,TSA: Macaca mulatta Mamu_380288 mRNA sequence. [JU489884],chr2:52114983-52115042,
A_01_P017490,ENSMMUT00000043949.3,XM_015150406,JV578197,Mmu.12476,,,,ENSMMUT00000043949.3,,,ADP ribosylation factor GTPase activating protein 3 [Source:VGNC Symbol;Acc:VGNC:70002] [ENSMMUT00000043949.3],chr10:86773301-86773242,
A_01_P013164,,,,,,,,,,,,chr4:024843256-024843198,
A_01_P018944,ENSMMUT00000002312.4,XM_001088637,JV723936,Mmu.27768,698000,ZNF703,zinc finger protein 703,ENSMMUT00000002312.4,,,zinc finger protein 703 [Source:VGNC Symbol;Acc:VGNC:79552] [ENSMMUT00000002312.4],chr8:38140437-38140496,
A_01_P009175,JQ579522,,JQ579522,Mmu.17162,,,,,,,"Macaca mulatta MHC class II DRB antigen (Mamu-DRB) mRNA, Mamu-DRB*W2:06 allele, partial cds. [JQ579522]",,
A_01_P013311,NM_001257739,NM_001257739,NM_001257739,Mmu.31092,703013,PAFAH1B2,platelet activating factor acetylhydrolase 1b catalytic subunit 2,ENSMMUT00000109257.1,,,"Macaca mulatta platelet activating factor acetylhydrolase 1b catalytic subunit 2 (PAFAH1B2), mRNA [NM_001257739]",chr14:115565892-115565951,
A_01_P009363,JV514338,XM_015126898,JV514338,Mmu.865,,,,,,,TSA: Macaca mulatta Mamu_4605 mRNA sequence. [JV514338],chrX:3512507-3512448,
A_01_P013155,XM_015130184,XM_015130184,XM_015130184,,100423523,C2H3orf20,chromosome 2 C3orf20 homolog,,,,"PREDICTED: Macaca mulatta chromosome 2 C3orf20 homolog (C2H3orf20), transcript variant X3, mRNA [XM_015130184]",chr11:84457295-84457354,
A_01_P008822,JV654725,XM_028835130,JV654725,Mmu.29619,,,,,,,TSA: Macaca mulatta Mamu_479026 mRNA sequence. [JV654725],chr15:55998635-55998576,
A_01_P007649,ENSMMUT00000041442.3,XM_028848914,JV536161,Mmu.20832,694608,PRIMPOL,primase and DNA directed polymerase,ENSMMUT00000041442.3,,,primase and DNA directed polymerase [Source:VGNC Symbol;Acc:VGNC:76323] [ENSMMUT00000041442.3],chr5:176791529-176791588,
A_01_P007340,FS722396,XR_001443600,FS722396,Mmu.18624,,,,,,,"FS722396 full-length enriched mouse cDNA library Macaca mulatta cDNA clone 13_F12-FCL_086 5', mRNA sequence [FS722396]",chr3:81366474-81367048,
A_01_P007219,JV660608,XM_028833534,JV660608,Mmu.4826,,,,,,,TSA: Macaca mulatta Mamu_454012 mRNA sequence. [JV660608],chr14:39400769-39400828,
A_01_P017448,,,,,,,,,,,,chr15:106750200-106750141,
A_01_P018500,NM_001267599,NM_001267599,NM_001267599,Mmu.35666,716063,NRGN,neurogranin,ENSMMUT00000011857.4,,,"Macaca mulatta neurogranin (NRGN), mRNA [NM_001267599]",chr14:122898284-122898343,
A_01_P019572,ENSMMUT00000068862.2,XM_015130949,XM_015130949,,708204,QRICH1,glutamine rich 1,ENSMMUT00000068862.2,,,glutamine rich 1 [Source:VGNC Symbol;Acc:VGNC:76530] [ENSMMUT00000068862.2],chr2:87428213-87428272,
A_01_P009464,JV678841,XM_002799800,JV678841,Mmu.812,,,,,,,TSA: Macaca mulatta Mamu_297670 mRNA sequence. [JV678841],chr14:113592503-113592444,
A_01_P002594,NM_001260717,NM_001260717,NM_001260717,Mmu.23280,713035,BCL2L1,BCL2 like 1,ENSMMUT00000008370.3,,,"Macaca mulatta BCL2 like 1 (BCL2L1), mRNA [NM_001260717]",chr10:32910423-32910482,
A_01_P014463,XM_001084858,XM_028830273,XM_001084858,Mmu.27056,694033,ANKS1B,ankyrin repeat and sterile alpha motif domain containing 1B,,,,"PREDICTED: Macaca mulatta ankyrin repeat and sterile alpha motif domain containing 1B, transcript variant 3 (ANKS1B), mRNA [XM_001084858]",chr11:99920187-99920128,
A_01_P018300,ENSMMUT00000031621.4,XM_015124692,JV648328,Mmu.25423,719831,LOC719831,sialic acid-binding Ig-like lectin 9,ENSMMUT00000031621.4,,,sialic acid binding Ig like lectin 7 [Source:HGNC Symbol;Acc:HGNC:10876] [ENSMMUT00000031621.4],chr19:57315142-57315201,
A_01_P014866,XM_028842459,XM_028842459,XM_028842459,,708543,RBMXL3,RBMX like 3,,,,"PREDICTED: Macaca mulatta RBMX like 3 (RBMXL3), mRNA [XM_028842459]",chrX:113693037-113693096,
A_01_P006817,ENSMMUT00000083029.1,XM_015128332,JV568830,Mmu.22812,106995343,CDR1,cerebellar degeneration related 1,ENSMMUT00000083029.1,,,TSA: Macaca mulatta Mamu_243643 mRNA sequence. [JV568830],chrX:139054697-139054638,
A_01_P016684,ENSMMUT00000069318.2,XM_015131773,JV591482,Mmu.17663,712415,HLTF,helicase like transcription factor,ENSMMUT00000069318.2,,,helicase like transcription factor [Source:VGNC Symbol;Acc:VGNC:73383] [ENSMMUT00000069318.2],chr2:138762752-138762811,
A_01_P013719,ENSMMUT00000013058.4,XM_015131071,JV069312,Mmu.10107,711134,SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1",ENSMMUT00000013058.4,,,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1 [Source:VGNC Symbol;Acc:VGNC:84075] [ENSMMUT00000013058.4]",chr2:88936076-88936135,
A_01_P003063,ENSMMUT00000072792.2,,JU491286,Mmu.36089,574181,CCL18,C-C motif chemokine ligand 18,ENSMMUT00000072792.2,,,C-C motif chemokine ligand 18 [Source:VGNC Symbol;Acc:VGNC:99132] [ENSMMUT00000072792.2],chr16:31360391-31360450,
A_01_P007793,NM_001194913,NM_001194913,NM_001194913,Mmu.2957,697263,NONO,non-POU domain containing octamer binding,ENSMMUT00000094535.1,,,"Macaca mulatta non-POU domain containing octamer binding (NONO), mRNA [NM_001194913]",chrX:70198695-70198754,
A_01_P000084,ENSMMUT00000043475.3,XM_015120758,XM_002808140,Mmu.22299,708198,RNF17,ring finger protein 17,ENSMMUT00000043475.3,,,ring finger protein 17 [Source:VGNC Symbol;Acc:VGNC:106291] [ENSMMUT00000043475.3],chr17:4766881-4766940,
A_01_P005392,ENSMMUT00000100337.1,,,,701430,BOK,BCL2 family apoptosis regulator BOK,ENSMMUT00000100337.1,,,BCL2 family apoptosis regulator BOK [Source:VGNC Symbol;Acc:VGNC:104511] [ENSMMUT00000100337.1],chr12:105504745-105504804,
A_01_P002488,ENSMMUT00000103756.1,XM_001087205,XM_001087205,Mmu.25894,704432,GJA3,gap junction protein alpha 3,ENSMMUT00000103756.1,,,gap junction protein alpha 3 [Source:VGNC Symbol;Acc:VGNC:106262] [ENSMMUT00000103756.1],chr17:1367362-1367421,
A_01_P007287,JV691343,XM_015114405,JV691343,Mmu.33141,,,,,,,TSA: Macaca mulatta Mamu_296803 mRNA sequence. [JV691343],chr14:26876222-26876281,
A_01_P002081,XM_015146561,XM_015146561,XM_015146561,,705162,CUBN,cubilin,,,,"PREDICTED: Macaca mulatta cubilin (CUBN), mRNA [XM_015146561]",chr9:17110557-17110498,
A_01_P018461,,,,,,,,,,,,chr2:098136896-098136837,
A_01_P018134,JV689073,XM_015111473,JV689073,Mmu.26866,,,,,,,TSA: Macaca mulatta Mamu_320992 mRNA sequence. [JV689073],chr12:102107255-102107196,
A_01_P009830,ENSMMUT00000064360.2,XM_015131610,XM_015131610,,693927,SPATA16,spermatogenesis associated 16,ENSMMUT00000064360.2,,,spermatosis associated 16 [Source:VGNC Symbol;Acc:VGNC:84073] [ENSMMUT00000064360.2],chr2:114100881-114100940,
A_01_P019946,ENSMMUT00000089207.1,XM_001091950,JU480753,Mmu.27139,697190,KRT80,keratin 80,ENSMMUT00000089207.1,,,keratin 80 [Source:VGNC Symbol;Acc:VGNC:74138] [ENSMMUT00000089207.1],chr11:49274269-49274210,
A_01_P004149,JV059512,XM_015149389,JV059512,Mmu.20555,,,,,,,TSA: Macaca mulatta Mamu_416320 mRNA sequence. [JV059512],chr1:122661347-122661288,
A_01_P013528,ENSMMUT00000099787.1,XM_028846660,JV697797,Mmu.1961,702608,LOC702608,transmembrane protein 14B,ENSMMUT00000099787.1,,,transmembrane protein 14B [Source:NCBI gene (formerly Entrezgene);Acc:698237] [ENSMMUT00000026414.4],chr18:59452796-59452737,
A_01_P000717,,,,,,,,,,,,chr18:039067913-039067972,
A_01_P003818,JV657812,XM_015126958,JV657812,Mmu.3175,712790,ACE2,angiotensin converting enzyme 2,,,,TSA: Macaca mulatta Mamu_474507 mRNA sequence. [JV657812],chrX:13306318-13306259,
A_01_P012432,NM_001265628,NM_001265628,NM_001265628,Mmu.32076,707336,TLE1,"TLE family member 1, transcriptional corepressor",ENSMMUT00000005266.4,,,"Macaca mulatta TLE family member 1, transcriptional corepressor (TLE1), mRNA [NM_001265628]",chr15:90342681-90342622,
A_01_P001615,ENSMMUT00000000238.4,XM_028844536,JV470098,Mmu.27067,710701,PODXL2,podocalyxin like 2,ENSMMUT00000000238.4,,,podocalyxin like 2 [Source:VGNC Symbol;Acc:VGNC:76056] [ENSMMUT00000000238.4],chr11:87173527-87173468,
A_01_P015504,XM_015132924,XM_015132924,XM_015132924,,697229,KCNE1,potassium voltage-gated channel subfamily E regulatory subunit 1,,,,"PREDICTED: Macaca mulatta potassium voltage-gated channel subfamily E regulatory subunit 1 (KCNE1), mRNA [XM_015132924]",chr3:12115908-12115967,
A_01_P016314,ENSMMUT00000076208.2,XM_015118823,JU474399,Mmu.11177,709693,CSRP1,cysteine and glycine rich protein 1,ENSMMUT00000076208.2,,,cysteine and glycine rich protein 1 [Source:VGNC Symbol;Acc:VGNC:71527] [ENSMMUT00000076208.2],chr1:169015581-169015640,
A_01_P007511,XM_015120659,XM_015120659,XM_015120659,,716544,ZNF750,zinc finger protein 750,,,,"PREDICTED: Macaca mulatta zinc finger protein 750 (ZNF750), mRNA [XM_015120659]",chr16:78306189-78306130,
A_01_P006114,JV707815,XM_015110423,JV707815,Mmu.22496,,,,,,,TSA: Macaca mulatta Mamu_551183 mRNA sequence. [JV707815],chr12:41232900-41232841,
A_01_P017182,ENSMMUT00000093054.1,XM_015124681,XM_015124681,,106994828,KLK10,kallikrein related peptidase 10,ENSMMUT00000093054.1,,,"PREDICTED: Macaca mulatta kallikrein related peptidase 10 (KLK10), transcript variant X2, mRNA [XM_015124681]",chr19:57207143-57207084,
A_01_P001284,,,,,,,,,,,,,
A_01_P005717,XM_001089153,XM_001089153,XM_001089153,,698704,CBLIF,cobalamin binding intrinsic factor,,,,"PREDICTED: Macaca mulatta cobalamin binding intrinsic factor (CBLIF), mRNA [XM_001089153]",chr14:14092372-14092431,
A_01_P015201,JV618079,XM_015148498,JV618079,Mmu.19228,,,,,,,TSA: Macaca mulatta Mamu_215830 mRNA sequence. [JV618079],chr9:133054085-133054026,
A_01_P003138,NM_001277870,NM_001277870,NM_001277870,Mmu.18418,714661,DHRS4L1,dehydrogenase/reductase (SDR family) member 4 like 1,ENSMMUT00000010437.4,,,"Macaca mulatta dehydrogenase/reductase (SDR family) member 4 like 1 (DHRS4L1), mRNA [NM_001277870]",chr7:86941166-86941225,
A_01_P012658,NM_001265875,NM_001265875,NM_001265875,Mmu.365,699558,SGIP1,SH3GL interacting endocytic adaptor 1,ENSMMUT00000046960.3,,,"Macaca mulatta SH3GL interacting endocytic adaptor 1 (SGIP1), mRNA [NM_001265875]",chr1:69536596-69536655,
A_01_P010304,JU471862,XM_028840350,JU471862,Mmu.9545,,,,,,,TSA: Macaca mulatta Mamu_371662 mRNA sequence. [JU471862],chr20:1316834-1316775,
A_01_P007450,,,,,,,,,,,,chr14:084022921-084022862,
A_01_P003535,ENSMMUT00000025296.3,XR_001445050,JV658132,Mmu.28318,,,,ENSMMUT00000025296.3,,,ribosomal protein L23a [Source:NCBI gene (formerly Entrezgene);Acc:710490] [ENSMMUT00000025296.3],chr16:23929431-23929490,
A_01_P011176,XM_015127746,XM_015127746,XM_015127746,,693715,SATL1,spermidine/spermine N1-acetyl transferase like 1,,,,"PREDICTED: Macaca mulatta spermidine/spermine N1-acetyl transferase like 1 (SATL1), mRNA [XM_015127746]",chrX:83898027-83897968,
A_01_P002987,,,,,,,,,,,,chr4:157583279-157583338,
A_01_P017154,JV632457,XM_015143298,JV632457,Mmu.30262,,,,,,,TSA: Macaca mulatta Mamu_196911 mRNA sequence. [JV632457],chr7:86398851-86398792,
A_01_P011161,XM_001104248,XM_001104248,XM_001104248,,707432,GIPC2,GIPC PDZ domain containing family member 2,,,,"PREDICTED: Macaca mulatta GIPC PDZ domain containing family member 2 (GIPC2), transcript variant X2, mRNA [XM_001104248]",chr1:80987726-80987785,
A_01_P006271,NM_001266164,NM_001266164,NM_001266164,Mmu.20149,721852,RAB1B,"RAB1B, member RAS oncogene family",ENSMMUT00000106951.1,,,"Macaca mulatta RAB1B, member RAS oncogene family (RAB1B), mRNA [NM_001266164]",chr14:8166066-8166007,
A_01_P013114,NM_001266461,NM_001266461,NM_001266461,Mmu.34391,715472,TM9SF1,transmembrane 9 superfamily member 1,,,,"Macaca mulatta transmembrane 9 superfamily member 1 (TM9SF1), mRNA [NM_001266461]",chr7:87084406-87084347,
A_01_P019818,XM_001083011,XM_001083011,XM_001083011,,697447,KRTAP3-3,keratin associated protein 3-3,,,,"PREDICTED: Macaca mulatta keratin associated protein 3-3 (KRTAP3-3), mRNA [XM_001083011]",,
A_01_P009002,ENSMMUT00000014969.4,,JV535067,Mmu.18332,100430739,SPRED1,sprouty related EVH1 domain containing 1,ENSMMUT00000014969.4,,,sprouty related EVH1 domain containing 1 [Source:VGNC Symbol;Acc:VGNC:77969] [ENSMMUT00000014969.4],chr7:16659814-16659873,
A_01_P015682,NM_001261702,NM_001261702,NM_001261702,Mmu.590,708761,ZMYND11,zinc finger MYND-type containing 11,ENSMMUT00000062021.2,,,"Macaca mulatta zinc finger MYND-type containing 11 (ZMYND11), mRNA [NM_001261702]",chr9:211384-211443,
A_01_P002814,ENSMMUT00000072529.2,,JV617609,Mmu.34228,,,,ENSMMUT00000072529.2,,,"TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase [Source:VGNC Symbol;Acc:VGNC:79330] [ENSMMUT00000072529.2]",chr15:44668718-44668777,
A_01_P010724,ENSMMUT00000085958.1,,JV056661,Mmu.20696,,,,ENSMMUT00000085958.1,,,prion like protein doppel [Source:HGNC Symbol;Acc:HGNC:15748] [ENSMMUT00000085958.1],chr10:38059572-38059631,
A_01_P017841,ENSMMUT00000064366.2,XM_015118516,JV608203,Mmu.4229,106993879,EIF4A1,eukaryotic translation initiation factor 4A1,ENSMMUT00000064366.2,,,eukaryotic translation initiation factor 4A1 [Source:VGNC Symbol;Acc:VGNC:99145] [ENSMMUT00000064366.2],chr16:7305716-7305775,
A_01_P018824,XM_028850804,XM_028850804,XM_028850804,,712676,TGM7,transglutaminase 7,,,,"PREDICTED: Macaca mulatta transglutaminase 7 (TGM7), mRNA [XM_028850804]",chr7:21718960-21718901,
A_01_P009656,ENSMMUT00000027376.4,XM_015109657,XR_013992,Mmu.10174,715645,INTS3,integrator complex subunit 3,ENSMMUT00000027376.4,,,integrator complex subunit 3 [Source:VGNC Symbol;Acc:VGNC:73659] [ENSMMUT00000027376.4],chr1:132287154-132287213,
A_01_P004660,ENSMMUT00000072636.2,XM_015124784,JV562236,Mmu.967,,,,ENSMMUT00000072636.2,,,zinc finger protein 160 [Source:VGNC Symbol;Acc:VGNC:78852] [ENSMMUT00000072636.2],chr19:59173991-59173932,
A_01_P014903,XM_028843779,XM_028843779,XM_028843779,,709766,GPR87,G protein-coupled receptor 87,,,,"PREDICTED: Macaca mulatta G protein-coupled receptor 87 (GPR87), transcript variant X2, mRNA [XM_028843779]",chr2:136456529-136456588,
A_01_P018224,ENSMMUT00000105893.1,XM_002808078,JV641222,Mmu.24815,712799,CAVIN3,caveolae associated protein 3,ENSMMUT00000105893.1,,,caveolae associated protein 3 [Source:VGNC Symbol;Acc:VGNC:70693] [ENSMMUT00000105893.1],chr14:65883136-65883195,
A_01_P015878,XM_001085477,XM_001085477,XM_001085477,,696251,PRSS58,serine protease 58,,,,"PREDICTED: Macaca mulatta serine protease 58 (PRSS58), transcript variant X1, mRNA [XM_001085477]",chr3:179688833-179688774,
A_01_P013126,NM_001194917,NM_001194917,NM_001194917,Mmu.19208,100429773,TMEM31,transmembrane protein 31,ENSMMUT00000008545.3,,,"Macaca mulatta transmembrane protein 31 (TMEM31), mRNA [NM_001194917]",chrX:102256171-102256230,
A_01_P008480,JV675038,XM_015111838,JV675038,Mmu.26819,,,,,,,TSA: Macaca mulatta Mamu_304563 mRNA sequence. [JV675038],chr13:25165134-25165075,
A_01_P009117,,,,,,,,,,,,chr1:112798556-112798497,
A_01_P011640,NM_001266634,NM_001266634,NM_001266634,Mmu.9635,706525,BRI3,brain protein I3,ENSMMUT00000095940.1,,,"Macaca mulatta brain protein I3 (BRI3), mRNA [NM_001266634]",chr3:45470763-45470822,
A_01_P018544,JU344408,XM_015141990,JU344408,Mmu.31049,,,,,,,TSA: Macaca mulatta Mamu_510525 mRNA sequence. [JU344408],chr7:20267676-20267617,
A_01_P000327,XM_015146957,XM_015146957,XM_015146957,,711582,RBP3,retinol binding protein 3,,,,"PREDICTED: Macaca mulatta retinol binding protein 3 (RBP3), mRNA [XM_015146957]",chr9:48954761-48954820,
A_01_P011899,XM_028834541,XM_028834541,XM_028834541,,704424,ENTPD8,ectonucleoside triphosphate diphosphohydrolase 8,,,,"PREDICTED: Macaca mulatta ectonucleoside triphosphate diphosphohydrolase 8 (ENTPD8), transcript variant X1, mRNA [XM_028834541]",chr15:804138-804197,
A_01_P016132,JV727608,XM_028847339,JV727608,Mmu.30107,,,,,,,TSA: Macaca mulatta Mamu_555393 mRNA sequence. [JV727608],chr1:126437463-126437404,
A_01_P016140,XM_015146887,XM_015146887,XM_015146887,,107000109,FXYD4,FXYD domain containing ion transport regulator 4,,,,"PREDICTED: Macaca mulatta FXYD domain containing ion transport regulator 4 (FXYD4), transcript variant X3, mRNA [XM_015146887]",chr9:43535925-43535984,
A_01_P012275,,,,,,,,,,,,chr19:044634094-044634150,
A_01_P009778,XM_002801463,XM_002801463,XM_002801463,,720341,LOC720341,olfactory receptor 7D4-like,,,,"PREDICTED: Macaca mulatta olfactory receptor 7D4-like (LOC720341), mRNA [XM_002801463]",,
A_01_P013184,,,,,,,,,,,,chr3:174374290-174374349,
A_01_P018808,ENSMMUT00000056522.2,XM_015127103,JV722714,Mmu.1218,106992280,ZFX,zinc finger protein X-linked,ENSMMUT00000056522.2,,,zinc finger protein X-linked [Source:HGNC Symbol;Acc:HGNC:12869] [ENSMMUT00000056522.2],chrX:22036494-22036553,
A_01_P007286,ENSMMUT00000067708.2,XM_015134038,JV701820,Mmu.3047,574296,CD36,CD36 molecule,ENSMMUT00000067708.2,,,CD36 molecule [Source:VGNC Symbol;Acc:VGNC:80857] [ENSMMUT00000067708.2],chr3:136623668-136623609,
A_01_P015396,ENSMMUT00000091784.1,XM_001115826,JU470776,Mmu.24836,720406,P2RY8,P2Y receptor family member 8,ENSMMUT00000091784.1,,,P2Y receptor family member 8 [Source:HGNC Symbol;Acc:HGNC:15524] [ENSMMUT00000091784.1],,
A_01_P007016,ENSMMUT00000081932.1,XM_015135178,XM_015135178,,709416,OR2A1,"olfactory receptor, family 2, subfamily A, member 1",ENSMMUT00000081932.1,,,"PREDICTED: Macaca mulatta olfactory receptor, family 2, subfamily A, member 1 (OR2A1), mRNA [XM_015135178]",chr3:181636281-181636340,
A_01_P008047,NM_001265808,NM_001265808,NM_001265808,Mmu.32566,703122,GPT,glutamic--pyruvic transaminase,,,,"Macaca mulatta glutamic--pyruvic transaminase (GPT), mRNA [NM_001265808]",chr8:147172007-147172066,
A_01_P013728,NM_001193788,NM_001193788,NM_001193788,Mmu.19469,697616,OR4K17,"olfactory receptor, family 4, subfamily K, member 17",ENSMMUT00000002624.4,,,"Macaca mulatta olfactory receptor, family 4, subfamily K, member 17 (OR4K17), mRNA [NM_001193788]",chr7:82441058-82440999,
A_01_P002471,NM_001265877,NM_001265877,NM_001265877,Mmu.222,701350,CARTPT,CART prepropeptide,ENSMMUT00000089128.1,,,"Macaca mulatta CART prepropeptide (CARTPT), mRNA [NM_001265877]",chr6:67868854-67868913,
A_01_P012591,,,,,,,,,,,,chr10:089432132-089432184,
A_01_P001090,,,,,,,,,,,,chr11:009028841-009028900,
A_01_P016855,ENSMMUT00000040873.3,XM_015141799,JV635375,Mmu.28088,697536,SLC12A6,solute carrier family 12 member 6,ENSMMUT00000040873.3,,,solute carrier family 12 member 6 [Source:VGNC Symbol;Acc:VGNC:77389] [ENSMMUT00000040873.3],chr7:12477547-12477488,
A_01_P010170,ENSMMUT00000084250.1,,,,,,,ENSMMUT00000084250.1,,,,chr20:14866214-14866273,
A_01_P007542,ENSMMUT00000015765.4,XM_015152194,JV609757,Mmu.21342,716872,MON2,"MON2 homolog, regulator of endosome-to-Golgi trafficking",ENSMMUT00000015765.4,,,"MON2 homolog, regulator of endosome-to-Golgi trafficking [Source:VGNC Symbol;Acc:VGNC:74854] [ENSMMUT00000015765.4]",chr11:59781713-59781772,
A_01_P008914,,,,,,,,,,,,chr2:011499213-011499272,
A_01_P013183,JV697420,,JV697420,Mmu.32162,,,,,,,TSA: Macaca mulatta Mamu_321905 mRNA sequence. [JV697420],chr16:59208867-59208808,
A_01_P018466,ENSMMUT00000023488.4,XM_028840717,XR_013026,Mmu.25126,707143,PKD1L3,"polycystin 1 like 3, transient receptor potential channel interacting",ENSMMUT00000023488.4,,,"polycystin 1 like 3, transient receptor potential channel interacting [Source:VGNC Symbol;Acc:VGNC:75846] [ENSMMUT00000023488.4]",chr20:70721885-70721944,
A_01_P006642,JU475857,,JU475857,Mmu.22573,702989,GLRX5,glutaredoxin 5,,,,TSA: Macaca mulatta Mamu_366180 mRNA sequence. [JU475857],chr7:158788137-158788196,
A_01_P008891,XM_028833668,XM_028833668,XM_028833668,,100429391,LOC100429391,olfactory receptor 51B4,,,,"PREDICTED: Macaca mulatta olfactory receptor 51B4 (LOC100429391), mRNA [XM_028833668]",chr14:68096087-68096146,
A_01_P005896,JU336205,XM_015112162,JU336205,Mmu.33967,106992909,MORN2,MORN repeat containing 2,,,,TSA: Macaca mulatta Mamu_519334 mRNA sequence. [JU336205],chr13:38868258-38868317,
A_01_P015141,XM_015117481,XM_015117481,XM_015117481,,695632,FAM221B,family with sequence similarity 221 member B,,,,"PREDICTED: Macaca mulatta family with sequence similarity 221 member B (FAM221B), transcript variant X3, mRNA [XM_015117481]",chr15:41704924-41704983,
A_01_P003509,JV487527,XM_001112916,JV487527,Mmu.22908,,,,,,,TSA: Macaca mulatta Mamu_69065 mRNA sequence. [JV487527],chr14:26223587-26223646,
A_01_P007676,,,,,,,,,,,,chr11:121474922-121474981,
A_01_P009124,ENSMMUT00000023016.4,XM_028846054,JV485942,Mmu.4834,700104,SGCE,sarcoglycan epsilon,ENSMMUT00000023016.4,,,sarcoglycan epsilon [Source:VGNC Symbol;Acc:VGNC:77193] [ENSMMUT00000023016.4],chr3:122677475-122677534,
A_01_P007960,,,,,,,,,,,,chr8:093781690-093781631,
A_01_P008053,JV581849,XM_015135928,JV581849,Mmu.28970,,,,,,,TSA: Macaca mulatta Mamu_252576 mRNA sequence. [JV581849],chr4:31215492-31215433,
A_01_P016407,,,,,,,,,,,,chr3:000237873-000237814,
A_01_P002484,JV479344,XM_015128165,JV479344,Mmu.10552,,,,,,,TSA: Macaca mulatta Mamu_63778 mRNA sequence. [JV479344],chrX:127683735-127683676,
A_01_P014109,JV579769,XM_028845725,JV579769,Mmu.1470,,,,,,,TSA: Macaca mulatta Mamu_247774 mRNA sequence. [JV579769],chr3:58972436-58972495,
A_01_P014531,ENSMMUT00000074250.2,XM_015128180,JU334580,Mmu.18292,703510,UTP14A,UTP14A small subunit processome component,ENSMMUT00000074250.2,,,UTP14A small subunit processome component [Source:VGNC Symbol;Acc:VGNC:103882] [ENSMMUT00000074250.2],chrX:128153154-128153213,
A_01_P014330,NM_001042787,NM_001042787,NM_001042787,Mmu.3420,703848,OVGP1,oviductal glycoprotein 1,ENSMMUT00000080091.1,,,"Macaca mulatta oviductal glycoprotein 1 (OVGP1), mRNA [NM_001042787]",chr1:114413602-114413546,
A_01_P003872,JU333341,,JU333341,Mmu.9795,709737,AK2,adenylate kinase 2,,,,TSA: Macaca mulatta Mamu_513893 mRNA sequence. [JU333341],chr1:35807355-35807296,
A_01_P013670,XM_002808213,,XM_002808213,Mmu.29337,702007,IPO13,importin 13,,,,"PREDICTED: Macaca mulatta importin-13-like (IPO13), mRNA [XM_002808213]",chr1:46891626-46891685,
A_01_P015491,,,,,,,,,,,,chr20:087317546-087317605,
A_01_P017396,ENSMMUT00000100709.1,XM_028850132,CB554537,Mmu.3715,574367,XCL1,chemokine (C motif) ligand 1,ENSMMUT00000100709.1,,,chemokine (C motif) ligand 1 [Source:NCBI gene (formerly Entrezgene);Acc:574367] [ENSMMUT00000100709.1],chr1:198270918-198270859,
A_01_P013337,,,,,,,,,,,,,
A_01_P011417,NM_001266899,NM_001266899,NM_001266899,Mmu.33934,704244,NDST3,N-deacetylase and N-sulfotransferase 3,ENSMMUT00000021393.4,,,"Macaca mulatta N-deacetylase and N-sulfotransferase 3 (NDST3), mRNA [NM_001266899]",chr5:111100171-111100230,
A_01_P001879,ENSMMUT00000084341.1,XM_015120871,JV696255,Mmu.24731,697922,CPLANE2,ciliogenesis and planar polarity effector complex subunit 2,ENSMMUT00000084341.1,,,ciliosis and planar polarity effector complex subunit 2 [Source:VGNC Symbol;Acc:VGNC:106345] [ENSMMUT00000084341.1],chr1:19036362-19036303,
A_01_P003769,XM_001107984,XM_015134782,XM_001107984,Mmu.4257,,,,,,,"PREDICTED: Macaca mulatta high mobility group protein B4-like (LOC710554), mRNA [XM_001107984]",chr1:36661988-36662048,
A_01_P017236,ENSMMUT00000047635.3,XM_028840853,JV694973,Mmu.24766,695164,TP73,tumor protein p73,ENSMMUT00000047635.3,,,tumor protein p73 [Source:VGNC Symbol;Acc:VGNC:78630] [ENSMMUT00000047635.3],chr1:6691673-6691732,
A_01_P002066,,,,,,,,,,,,chr2:090773648-090773707,
A_01_P016875,ENSMMUT00000027969.4,XM_015138979,JV044652,Mmu.1897,695099,PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1,ENSMMUT00000027969.4,,,3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Source:VGNC Symbol;Acc:VGNC:75757] [ENSMMUT00000027969.4],chr5:100550836-100550777,
A_01_P014329,NM_001261645,NM_001261645,NM_001261645,Mmu.34287,695189,CDK5RAP3,CDK5 regulatory subunit associated protein 3,ENSMMUT00000006724.4,,,"Macaca mulatta CDK5 regulatory subunit associated protein 3 (CDK5RAP3), mRNA [NM_001261645]",chr16:32196997-32197056,
A_01_P002808,ENSMMUT00000090910.1,XM_001096970,XM_001096970,,702462,GDF7,growth differentiation factor 7,ENSMMUT00000090910.1,,,growth differentiation factor 7 [Source:VGNC Symbol;Acc:VGNC:106167] [ENSMMUT00000090910.1],chr13:20596753-20596812,
